usage_id,customer_id,usage_date,data_used_gb,call_minutes,sms_count
U0634,1067,2026-05-26,2.47,176,169
U0635,1062,2026-05-31,5.49,170,44
U0636,1059,2025-12-08,9.17,185,139
U0637,1046,2025-08-27,6.92,454,184
U0638,1088,2026-07-09,6.61,364,67
U0639,1079,2026-02-22,5.1,500,63
U0640,1036,2026-03-19,5.8,125,76
U0641,1099,2026-05-09,3.25,116,176
U0642,1091,2026-01-02,5.15,255,89
U0643,1072,2026-05-29,9.37,417,184
U0644,1036,2025-12-25,3.23,303,173
U0645,1070,2025-11-12,4.11,212,88
U0646,1099,2026-05-20,8.14,158,10
U0647,1037,2025-11-30,9.58,50,88
U0648,1057,2026-04-21,6.73,392,122
U0649,1028,2026-06-13,2.42,285,69
U0650,1072,2026-07-11,7.11,80,27
U0651,1079,2025-12-10,7.54,132,62
U0652,1007,2025-11-08,6.86,281,57
U0653,1082,2026-07-05,2.71,61,105
U0654,1043,2025-09-29,7.31,61,174
U0655,1099,2026-04-27,1.81,291,40
U0656,1053,2025-12-13,6.7,460,121
U0657,1062,2026-06-15,6.68,397,73
U0658,1042,2025-09-20,3.21,40,196
U0659,1012,2026-06-21,6.7,128,136
U0660,1095,2026-04-24,7.37,489,9
U0661,1023,2025-08-26,4.47,438,45
U0662,1005,2026-06-05,9.97,213,126
U0663,1024,2025-10-31,9.4,456,74
U0664,1005,2025-11-24,0.59,300,154
U0665,1014,2026-04-03,9.32,181,72
U0666,1059,2026-01-23,9.9,288,134
U0667,1064,2026-02-22,8.95,78,129
U0668,1060,2026-06-16,3.09,424,28
U0669,1043,2026-07-23,2.04,244,165
U0670,1033,2025-08-22,7.33,17,188
U0671,1044,2026-04-13,8.01,300,172
U0672,1097,2025-12-13,2.34,322,163
U0673,1052,2025-08-14,8.36,273,83
U0674,1012,2025-08-09,4.31,58,47
U0675,1018,2025-12-09,5.04,489,63
U0676,1001,2026-06-25,2.98,130,114
U0677,1097,2025-12-22,3.04,178,77
U0678,1075,2025-08-30,7.37,15,66
U0679,1084,2025-11-06,3.92,130,15
U0680,1086,2026-07-16,1.62,167,40
U0681,1052,2026-01-30,7.02,482,180
U0682,1099,2025-12-16,3.45,70,163
U0683,1038,2026-06-13,3.99,123,56
U0684,1018,2026-07-24,5.04,242,191
U0685,1078,2026-07-27,4.05,369,140
U0686,1061,2026-01-10,7.69,420,170
U0687,1028,2026-03-02,7.74,358,193
U0688,1077,2026-01-13,8.79,51,134
U0689,1058,2026-03-10,5.52,195,19
U0690,1073,2026-03-17,1.57,434,140
U0691,1065,2025-09-19,2.42,284,38
U0692,1022,2026-06-15,3.62,276,113
U0693,1015,2026-05-08,6.96,377,149
U0694,1063,2026-04-01,1.36,271,114
U0695,1008,2026-03-05,4.81,272,106
U0696,1059,2026-05-24,5.86,296,118
U0697,1087,2026-05-03,8.17,380,5
U0698,1051,2026-01-07,2.92,11,190
U0699,1028,2025-08-18,5.99,33,108
U0700,1045,2025-12-09,7.15,287,15
U0701,1009,2025-09-14,9.87,251,8
U0702,1037,2025-09-25,4.38,403,34
U0703,1099,2026-02-01,6.59,383,165
U0704,1054,2025-10-28,4.06,466,97
U0705,1058,2026-03-10,8.76,474,96
U0706,1049,2026-05-11,1.26,348,138
U0707,1018,2026-04-13,6.71,188,30
U0708,1023,2026-07-15,9.93,211,135
U0709,1017,2026-03-22,7.41,124,0
U0710,1097,2026-07-21,0.72,162,118
U0711,1087,2026-06-02,7.33,227,136
U0712,1049,2026-02-20,8.32,136,117
U0713,1045,2026-04-17,1.97,106,185
U0714,1098,2026-07-27,1.57,424,169
U0715,1054,2025-12-22,6.34,489,4
U0716,1031,2025-09-17,2.46,61,152
U0717,1005,2025-12-04,4.74,354,180
U0718,1007,2025-10-08,2.82,32,102
U0719,1057,2025-11-08,2.73,121,193
U0720,1100,2026-05-19,1.04,267,74
U0721,1030,2025-12-05,8.25,384,147
U0722,1041,2026-01-22,5.99,405,172
U0723,1042,2026-01-14,2.75,458,36
U0724,1085,2025-09-28,5.45,221,76
U0725,1036,2026-04-06,1.08,495,151
U0726,1095,2026-01-12,9.16,330,173
U0727,1055,2025-10-31,5.78,34,88
U0728,1083,2026-04-26,6.88,412,134
U0729,1041,2026-04-28,7.11,219,38
U0730,1039,2026-05-08,4.08,396,137
U0731,1061,2026-04-03,2.79,125,76
U0732,1091,2026-07-10,1.87,247,14
U0733,1072,2026-05-10,4.42,223,142
U0734,1068,2026-01-03,1.77,134,65
U0735,1027,2025-09-04,3.64,50,115
U0736,1048,2026-03-05,1.38,380,48
U0737,1007,2026-04-11,3.05,354,154
U0738,1078,2026-02-23,0.88,47,48
U0739,1098,2026-02-20,6.08,353,143
U0740,1028,2025-12-15,5.05,455,85
U0741,1039,2026-04-29,9.59,17,54
U0742,1025,2026-04-06,9.64,70,191
U0743,1097,2026-07-29,5.05,134,178
U0744,1078,2025-08-31,7.19,213,61
U0745,1071,2026-01-02,3.56,154,97
U0746,1060,2026-07-01,5.57,193,78
U0747,1034,2025-09-21,3.92,461,127
U0748,1060,2026-07-16,1.44,379,120
U0749,1098,2025-12-27,8.48,478,52
U0750,1048,2025-12-14,3.47,33,144
U0751,1029,2026-06-26,7.54,18,66
U0752,1071,2025-08-24,9.38,306,184
U0753,1054,2026-03-10,3.3,110,84
U0754,1030,2025-12-01,4.11,436,62
U0755,1064,2026-04-05,5.73,493,175
U0756,1044,2025-11-21,2.94,430,125
U0757,1093,2026-05-17,6.6,261,117
U0758,1022,2025-10-14,7.46,190,43
U0759,1018,2026-02-25,7.34,260,47
U0760,1070,2025-09-01,9.91,500,15
U0761,1068,2025-12-20,0.82,443,19
U0762,1086,2025-11-04,0.96,13,105
U0763,1018,2026-04-27,8.5,128,17
U0764,1091,2026-06-12,1.93,121,129
U0765,1059,2025-08-12,4.05,326,163
U0766,1086,2026-07-20,9.37,477,123
U0767,1085,2026-07-30,5.13,13,136
U0768,1071,2025-08-25,4.41,18,135
U0769,1093,2025-11-30,3.11,156,4
U0770,1065,2025-08-23,8.22,355,110
U0771,1023,2026-06-12,1.52,59,134
U0772,1020,2026-01-26,2.79,327,134
U0773,1033,2026-07-29,8.24,146,101
U0774,1011,2025-11-06,4.04,217,117
U0775,1073,2026-04-21,2.81,366,57
U0776,1039,2025-11-02,7.0,444,20
U0777,1084,2025-12-18,9.92,342,194
U0778,1005,2026-06-28,1.39,204,96
U0779,1071,2026-04-03,5.02,336,2
U0780,1090,2026-06-06,2.13,265,111
U0781,1083,2026-07-21,7.95,299,24
U0782,1068,2025-11-24,9.23,127,54
U0783,1089,2025-09-18,8.93,253,69
U0784,1006,2026-05-29,9.28,360,71
U0785,1070,2026-07-08,5.85,26,45
U0786,1041,2026-04-04,0.65,116,150
U0787,1019,2025-12-26,7.65,374,101
U0788,1010,2026-01-29,3.34,298,61
U0789,1073,2026-04-12,8.43,209,173
U0790,1070,2025-12-14,3.65,396,189
U0791,1018,2026-01-23,8.01,362,185
U0792,1011,2026-02-08,5.26,187,13
U0793,1013,2026-07-19,4.65,439,19
U0794,1044,2026-05-16,6.25,324,152
U0795,1051,2025-09-23,9.7,177,7
U0796,1082,2026-02-19,3.1,240,125
U0797,1030,2026-07-04,3.88,491,96
U0798,1056,2026-05-29,2.26,309,169
U0799,1049,2026-06-21,1.31,326,75
U0800,1032,2025-10-23,7.27,52,68
U0801,1020,2026-01-03,4.11,411,162
U0802,1020,2025-10-30,7.53,172,92
U0803,1014,2026-05-11,1.37,492,78
U0804,1057,2025-09-14,3.92,148,26
U0805,1017,2026-06-17,1.33,230,114
U0806,1072,2026-05-09,5.77,218,26
U0807,1004,2026-01-15,1.35,293,23
U0808,1077,2025-09-30,6.18,176,98
U0809,1002,2025-09-15,3.27,208,199
U0810,1011,2025-10-16,7.39,296,62
U0811,1074,2025-10-11,5.45,360,97
U0812,1022,2026-05-08,1.82,164,68
U0813,1064,2026-07-31,1.89,95,111
U0814,1036,2025-11-18,4.5,257,200
U0815,1010,2025-09-17,3.93,493,63
U0816,1093,2026-02-22,6.44,314,157
U0817,1026,2026-01-23,4.85,79,77
U0818,1001,2026-06-08,9.51,180,158
U0819,1049,2026-07-24,8.14,178,112
U0820,1043,2026-04-02,4.59,431,166
U0821,1077,2025-09-22,1.79,174,154
U0822,1089,2025-11-13,2.41,170,45
U0823,1051,2026-01-21,9.7,159,188
U0824,1089,2025-10-15,6.51,304,200
U0825,1032,2026-06-20,3.6,153,100
U0826,1047,2025-11-24,1.58,298,51
U0827,1076,2026-04-11,9.97,102,174
U0828,1099,2026-01-04,5.73,497,186
U0829,1060,2026-04-19,9.46,117,112
U0830,1038,2026-05-10,8.4,45,104
U0831,1087,2026-06-26,5.24,334,77
U0832,1031,2025-10-25,2.9,88,183
U0833,1055,2025-10-07,8.0,47,114
U0834,1077,2026-05-17,5.05,215,136
U0835,1065,2025-09-26,9.27,455,177
U0836,1054,2025-09-02,5.66,414,92
U0837,1090,2025-10-19,9.01,284,152
U0838,1082,2026-05-23,9.19,65,196
U0839,1032,2025-12-16,6.75,191,42
U0840,1083,2025-11-14,6.32,298,165
U0841,1087,2025-09-07,6.64,395,84
U0842,1056,2026-01-30,1.51,60,66
U0843,1029,2025-10-13,5.35,275,142
U0844,1075,2026-03-23,7.03,123,114
U0845,1048,2026-03-18,4.22,405,173
U0846,1076,2025-11-11,7.06,87,88
U0847,1004,2026-04-27,5.09,161,106
U0848,1011,2026-03-29,1.6,491,186
U0849,1019,2025-10-24,3.81,185,116
U0850,1027,2026-02-18,5.45,188,121
U0851,1013,2025-07-31,4.66,366,115
U0852,1041,2026-06-09,1.14,32,181
U0853,1015,2026-07-08,0.71,185,165
U0854,1014,2026-04-11,6.93,94,189
U0855,1032,2025-08-04,5.4,292,40
U0856,1043,2025-11-20,5.82,500,118
U0857,1030,2025-11-11,8.08,332,47
U0858,1024,2026-05-17,6.58,231,101
U0859,1004,2026-03-15,7.51,462,50
U0860,1058,2026-01-16,6.13,209,1
U0861,1091,2026-05-15,2.54,152,192
U0862,1091,2025-10-17,8.18,42,147
U0863,1014,2025-09-25,8.1,284,47
U0864,1047,2025-10-09,3.6,244,29
U0865,1034,2025-11-15,6.87,260,135
U0866,1082,2026-03-22,3.48,208,156
U0867,1051,2025-12-21,6.08,188,90
U0868,1059,2025-08-07,6.36,426,172
U0869,1091,2026-03-14,8.11,480,157
U0870,1076,2026-07-01,1.31,78,80
U0871,1016,2025-08-23,2.77,69,46
U0872,1048,2025-08-11,7.09,271,99
U0873,1054,2026-04-16,6.17,304,98
U0874,1055,2025-09-21,2.26,335,137
U0875,1089,2025-11-20,9.23,486,44
U0876,1072,2026-05-04,2.09,157,35
U0877,1024,2026-06-10,3.49,240,158
U0878,1007,2025-11-30,8.72,497,2
U0879,1063,2026-04-17,1.8,427,98
U0880,1072,2025-11-08,5.3,263,104
U0881,1088,2026-01-04,5.17,373,113
U0882,1063,2026-03-22,2.09,299,7
U0883,1098,2026-05-05,2.6,26,70
U0884,1029,2025-10-09,5.61,96,199
U0885,1059,2026-02-02,5.87,405,196
U0886,1064,2026-03-11,5.72,67,146
U0887,1015,2025-08-12,3.04,288,93
U0888,1070,2026-02-25,8.31,31,194
U0889,1093,2026-05-29,4.69,121,108
U0890,1014,2025-11-28,7.49,344,192
U0891,1032,2026-07-23,3.33,26,115
U0892,1034,2025-08-15,3.81,428,22
U0893,1057,2025-09-21,8.72,70,198
U0894,1031,2026-04-09,2.49,387,150
U0895,1089,2026-06-14,3.83,373,156
U0896,1081,2026-07-09,4.57,325,35
U0897,1027,2026-06-21,8.23,422,15
U0898,1073,2026-05-16,3.83,153,152
U0899,1069,2026-02-11,2.1,370,74
U0900,1038,2026-03-13,5.94,497,131
U0901,1087,2025-09-11,8.24,79,192
U0902,1053,2026-07-23,9.23,151,167
U0903,1017,2025-10-29,7.16,77,63
U0904,1019,2026-03-06,7.26,434,63
U0905,1098,2026-01-21,8.51,211,125
U0906,1019,2025-09-15,5.99,147,160
U0907,1054,2026-06-23,4.06,48,162
U0908,1099,2025-12-26,1.38,273,191
U0909,1036,2026-05-01,7.1,459,94
U0910,1059,2026-01-30,9.53,177,148
U0911,1001,2025-11-12,8.75,443,187
U0912,1012,2026-05-26,7.44,244,162
U0913,1086,2026-03-01,7.12,445,16
U0914,1069,2025-08-27,4.28,229,54
U0915,1064,2025-10-19,3.05,434,72
U0916,1044,2025-11-28,5.7,76,144
U0917,1063,2025-08-17,7.99,467,174
U0918,1098,2026-02-15,0.96,60,160
U0919,1059,2025-08-11,0.65,485,40
U0920,1057,2025-11-09,4.84,500,109
U0921,1026,2026-04-13,9.96,475,33
U0922,1084,2025-12-02,3.37,457,70
U0923,1012,2025-09-03,6.72,138,21
U0924,1048,2026-02-13,6.81,342,42
U0925,1007,2026-01-28,4.27,166,185
U0926,1090,2025-10-29,7.67,229,167
U0927,1012,2026-04-07,7.19,10,54
U0928,1062,2026-07-04,1.24,313,57
U0929,1067,2026-02-20,6.96,14,2
U0930,1090,2026-06-21,3.76,71,108
U0931,1089,2025-11-03,1.76,46,58
U0932,1050,2026-01-27,1.35,422,26
U0933,1014,2026-01-18,3.48,461,76
U0934,1018,2025-08-09,4.14,426,192
U0935,1018,2026-06-06,6.59,356,36
U0936,1009,2026-06-04,5.54,14,156
U0937,1084,2025-11-28,2.06,189,184
U0938,1028,2026-01-23,6.47,87,105
U0939,1079,2026-04-19,7.02,450,55
U0940,1012,2025-08-26,9.02,81,192
U0941,1016,2025-09-12,6.1,206,89
U0942,1055,2025-08-08,3.49,81,63
U0943,1036,2026-02-23,6.62,137,141
U0944,1077,2026-06-16,6.2,321,72
U0945,1100,2026-04-23,9.44,23,168
U0946,1039,2026-02-19,2.45,320,130
U0947,1025,2026-06-12,7.6,161,165
U0948,1007,2026-03-23,7.95,416,61
U0949,1064,2025-10-30,4.17,133,127
U0950,1082,2026-05-04,6.14,280,3
U0951,1047,2025-10-23,9.37,77,99
U0952,1073,2025-10-29,4.5,289,174
U0953,1023,2025-08-16,7.75,498,197
U0954,1010,2026-07-23,0.66,44,3
U0955,1034,2025-11-01,2.55,482,15
U0956,1051,2026-06-13,5.31,331,182
U0957,1065,2026-01-18,7.79,226,179
U0958,1052,2026-02-26,1.28,284,137
U0959,1079,2025-11-01,1.95,52,79
U0960,1011,2025-12-26,5.36,114,39
U0961,1069,2026-07-08,3.6,310,162
U0962,1098,2026-03-15,8.43,358,164
U0963,1009,2026-02-28,3.45,233,186
U0964,1031,2025-11-03,1.05,54,111
U0965,1015,2025-10-12,4.81,321,14
U0966,1040,2026-04-03,6.83,346,189
U0967,1023,2026-04-16,1.63,372,35
U0968,1090,2025-10-20,0.61,264,88
U0969,1067,2026-05-07,5.41,431,184
U0970,1034,2026-03-27,2.09,74,191
U0971,1100,2026-05-30,8.8,385,30
U0972,1099,2025-09-30,9.05,181,109
U0973,1035,2026-04-09,5.48,144,182
U0974,1074,2026-07-22,6.46,264,116
U0975,1066,2025-12-23,3.92,265,145
U0976,1022,2025-08-19,3.99,140,197
U0977,1014,2026-02-07,9.0,355,185
U0978,1015,2026-05-23,2.67,270,0
U0979,1006,2026-07-09,8.66,16,62
U0980,1006,2026-07-15,4.98,206,38
U0981,1023,2026-01-20,9.35,449,9
U0982,1071,2026-04-23,8.13,375,189
U0983,1084,2026-05-27,4.48,174,63
U0984,1054,2025-09-29,9.2,173,69
U0985,1010,2025-09-30,5.93,71,128
U0986,1087,2026-03-16,9.07,101,57
U0987,1067,2026-06-19,9.82,498,102
U0988,1009,2025-11-18,8.83,453,72
U0989,1100,2026-05-20,8.53,177,22
U0990,1071,2025-12-31,4.84,198,51
U0991,1038,2025-09-12,5.86,165,189
U0992,1080,2025-10-07,2.8,198,151
U0993,1064,2025-10-23,9.98,407,50
U0994,1094,2026-03-30,9.05,399,62
U0995,1020,2026-05-13,0.56,219,6
U0996,1030,2026-06-21,5.64,335,177
U0997,1002,2025-08-05,9.53,10,194
U0998,1085,2026-04-12,4.07,387,186
U0999,1040,2025-09-07,1.49,281,60
U1000,1054,2026-05-29,5.17,40,36
